"species_id","id","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
883,"sp4540","Ash-throated Flycatcher","Tyran à gorge cendrée","Myiarchus cinerascens","Passeriformes","Tyrannidae","Myiarchus","cinerascens"
900,"sp4480","Cassin's Kingbird","Tyran de Cassin","Tyrannus vociferans","Passeriformes","Tyrannidae","Tyrannus","vociferans"
958,"sp6340","Gray Vireo","Viréo gris","Vireo vicinior","Passeriformes","Vireonidae","Vireo","vicinior"
964,"sp6292","Plumbeous Vireo","Viréo plombé","Vireo plumbeus","Passeriformes","Vireonidae","Vireo","plumbeus"
986,"sp4920","Pinyon Jay","Geai des pinèdes","Gymnorhinus cyanocephalus","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus"
992,"sp4813","Woodhouse's Scrub-Jay","Geai de Woodhouse","Aphelocoma woodhouseii","Passeriformes","Corvidae","Aphelocoma","woodhouseii"
1046,"sp7331","Juniper Titmouse","Mésange des genévriers","Baeolophus ridgwayi","Passeriformes","Paridae","Baeolophus","ridgwayi"
1170,"sp7070","Curve-billed Thrasher","Moqueur à bec courbe","Toxostoma curvirostre","Passeriformes","Mimidae","Toxostoma","curvirostre"
1274,"sp5900","Green-tailed Towhee","Tohi à queue verte","Pipilo chlorurus","Passeriformes","Passerellidae","Pipilo","chlorurus"
1279,"sp5800","Rufous-crowned Sparrow","Tohi à calotte fauve","Aimophila ruficeps","Passeriformes","Passerellidae","Aimophila","ruficeps"
1303,"sp5650","Black-chinned Sparrow","Bruant à menton noir","Spizella atrogularis","Passeriformes","Passerellidae","Spizella","atrogularis"
1307,"sp5730","Black-throated Sparrow","Bruant à gorge noire","Amphispiza bilineata","Passeriformes","Passerellidae","Amphispiza","bilineata"
1308,"sp5738","Sagebrush Sparrow","Bruant des armoises","Artemisiospiza nevadensis","Passeriformes","Passerellidae","Artemisiospiza","nevadensis"
1368,"sp5040","Scott's Oriole","Oriole jaune-verdâtre","Icterus parisorum","Passeriformes","Icteridae","Icterus","parisorum"
1401,"sp6440","Virginia's Warbler","Paruline de Virginia","Oreothlypis virginiae","Passeriformes","Parulidae","Oreothlypis","virginiae"
730,"sp4070","Acorn Woodpecker","Pic glandivore","Melanerpes formicivorus","Piciformes","Picidae","Melanerpes","formicivorus"
1247,"sp5300","Lesser Goldfinch","Chardonneret mineur","Spinus psaltria","Passeriformes","Fringillidae","Spinus","psaltria"
1433,"sp6640","Grace's Warbler","Paruline de Grace","Setophaga graciae","Passeriformes","Parulidae","Setophaga","graciae"
1447,"sp6900","Red-faced Warbler","Paruline à face rouge","Cardellina rubrifrons","Passeriformes","Parulidae","Cardellina","rubrifrons"
1453,"sp6090","Hepatic Tanager","Piranga orangé","Piranga flava","Passeriformes","Cardinalidae","Piranga","flava"
95,"sp2950","Gambel's Quail","Colin de Gambel","Callipepla gambelii","Galliformes","Odontophoridae","Callipepla","gambelii"
173,"sp3850","Greater Roadrunner","Grand Géocoucou","Geococcyx californianus","Cuculiformes","Cuculidae","Geococcyx","californianus"
236,"sp4300","Costa's Hummingbird","Colibri de Costa","Calypte costae","Apodiformes","Trochilidae","Calypte","costae"
761,"sp4140","Gilded Flicker","Pic chrysoïde","Colaptes chrysoides","Piciformes","Picidae","Colaptes","chrysoides"
886,"sp4530","Brown-crested Flycatcher","Tyran de Wied","Myiarchus tyrannulus","Passeriformes","Tyrannidae","Myiarchus","tyrannulus"
957,"sp6330","Bell's Vireo","Viréo de Bell","Vireo bellii","Passeriformes","Vireonidae","Vireo","bellii"
1051,"sp7460","Verdin","Auripare verdin","Auriparus flaviceps","Passeriformes","Remizidae","Auriparus","flaviceps"
1081,"sp7130","Cactus Wren","Troglodyte des cactus","Campylorhynchus brunneicapillus","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus"
1094,"sp7520","Black-tailed Gnatcatcher","Gobemoucheron à queue noire","Polioptila melanura","Passeriformes","Polioptilidae","Polioptila","melanura"
1178,"sp7110","LeConte's Thrasher","Moqueur de LeConte","Toxostoma lecontei","Passeriformes","Mimidae","Toxostoma","lecontei"
1179,"sp7120","Crissal Thrasher","Moqueur cul-roux","Toxostoma crissale","Passeriformes","Mimidae","Toxostoma","crissale"
1191,"sp6200","Phainopepla","Phénopèple luisant","Phainopepla nitens","Passeriformes","Ptiliogonatidae","Phainopepla","nitens"
1382,"sp5120","Great-tailed Grackle","Quiscale à longue queue","Quiscalus mexicanus","Passeriformes","Icteridae","Quiscalus","mexicanus"
649,"sp3350","Harris's Hawk","Buse de Harris","Parabuteo unicinctus","Accipitriformes","Accipitridae","Parabuteo","unicinctus"
657,"sp3400","Zone-tailed Hawk","Buse à queue barrée","Buteo albonotatus","Accipitriformes","Accipitridae","Buteo","albonotatus"
735,"sp4110","Gila Woodpecker","Pic des saguaros","Melanerpes uropygialis","Piciformes","Picidae","Melanerpes","uropygialis"
939,"sp4710","Vermilion Flycatcher","Moucherolle vermillon","Pyrocephalus rubinus","Passeriformes","Tyrannidae","Pyrocephalus","rubinus"
1175,"sp7080","Bendire's Thrasher","Moqueur de Bendire","Toxostoma bendirei","Passeriformes","Mimidae","Toxostoma","bendirei"
1284,"sp5910","Canyon Towhee","Tohi des canyons","Melozone fusca","Passeriformes","Passerellidae","Melozone","fusca"
1355,"sp5050","Hooded Oriole","Oriole masqué","Icterus cucullatus","Passeriformes","Icteridae","Icterus","cucullatus"
1399,"sp6430","Lucy's Warbler","Paruline de Lucy","Oreothlypis luciae","Passeriformes","Parulidae","Oreothlypis","luciae"
913,"sp4600","Greater Pewee","Moucherolle de Coues","Contopus pertinax","Passeriformes","Tyrannidae","Contopus","pertinax"
936,"sp4580","Black Phoebe","Moucherolle noir","Sayornis nigricans","Passeriformes","Tyrannidae","Sayornis","nigricans"
1044,"sp7340","Bridled Titmouse","Mésange arlequin","Baeolophus wollweberi","Passeriformes","Paridae","Baeolophus","wollweberi"
1192,"sp6510","Olive Warbler","Fauvine des pins","Peucedramus taeniatus","Passeriformes","Peucedramidae","Peucedramus","taeniatus"
1373,"sp4960","Bronzed Cowbird","Vacher bronzé","Molothrus aeneus","Passeriformes","Icteridae","Molothrus","aeneus"
1450,"sp6880","Painted Redstart","Paruline à ailes blanches","Myioborus pictus","Passeriformes","Parulidae","Myioborus","pictus"
618,"sp3280","White-tailed Kite","Élanion à queue blanche","Elanus leucurus","Accipitriformes","Accipitridae","Elanus","leucurus"
1287,"sp5920","Abert's Towhee","Tohi d'Abert","Melozone aberti","Passeriformes","Passerellidae","Melozone","aberti"
1465,"sp5940","Pyrrhuloxia","Cardinal pyrrhuloxia","Cardinalis sinuatus","Passeriformes","Cardinalidae","Cardinalis","sinuatus"
92,"sp2930","Scaled Quail","Colin écaillé","Callipepla squamata","Galliformes","Odontophoridae","Callipepla","squamata"
249,"sp4410","Broad-billed Hummingbird","Colibri circé","Cynanthus latirostris","Apodiformes","Trochilidae","Cynanthus","latirostris"
652,"sp3460","Gray Hawk","Buse grise","Buteo plagiatus","Accipitriformes","Accipitridae","Buteo","plagiatus"
872,"sp4720","Northern Beardless-Tyrannulet","Tyranneau imberbe","Camptostoma imberbe","Passeriformes","Tyrannidae","Camptostoma","imberbe"
882,"sp4550","Dusky-capped Flycatcher","Tyran olivâtre","Myiarchus tuberculifer","Passeriformes","Tyrannidae","Myiarchus","tuberculifer"
1008,"sp4870","Chihuahuan Raven","Corbeau à cou blanc","Corvus cryptoleucus","Passeriformes","Corvidae","Corvus","cryptoleucus"
1289,"sp5790","Rufous-winged Sparrow","Bruant à épaulettes","Peucaea carpalis","Passeriformes","Passerellidae","Peucaea","carpalis"
1293,"sp5760","Botteri's Sparrow","Bruant de Botteri","Peucaea botterii","Passeriformes","Passerellidae","Peucaea","botterii"
1481,"sp6000","Varied Bunting","Passerin varié","Passerina versicolor","Passeriformes","Cardinalidae","Passerina","versicolor"
1294,"sp5780","Cassin's Sparrow","Bruant de Cassin","Peucaea cassinii","Passeriformes","Passerellidae","Peucaea","cassinii"
96,"sp2960","Montezuma Quail","Colin arlequin","Cyrtonyx montezumae","Galliformes","Odontophoridae","Cyrtonyx","montezumae"
224,"sp4270","Blue-throated Hummingbird","Colibri à gorge bleue","Lampornis clemenciae","Apodiformes","Trochilidae","Lampornis","clemenciae"
703,"sp3890","Elegant Trogon","Trogon élégant","Trogon elegans","Trogoniformes","Trogonidae","Trogon","elegans"
753,"sp3975","Arizona Woodpecker","Pic d'Arizona","Dryobates arizonae","Piciformes","Picidae","Dryobates","arizonae"
897,"sp4460","Tropical Kingbird","Tyran mélancolique","Tyrannus melancholicus","Passeriformes","Tyrannidae","Tyrannus","melancholicus"
901,"sp4451","Thick-billed Kingbird","Tyran à bec épais","Tyrannus crassirostris","Passeriformes","Tyrannidae","Tyrannus","crassirostris"
995,"sp4820","Mexican Jay","Geai du Mexique","Aphelocoma wollweberi","Passeriformes","Corvidae","Aphelocoma","wollweberi"
219,"sp4260","Rivoli's Hummingbird","Colibri de Rivoli","Eugenes fulgens","Apodiformes","Trochilidae","Eugenes","fulgens"
267,"sp4391","Violet-crowned Hummingbird","Ariane à couronne violette","Amazilia violiceps","Apodiformes","Trochilidae","Amazilia","violiceps"
893,"sp4510","Sulphur-bellied Flycatcher","Tyran tigré","Myiodynastes luteiventris","Passeriformes","Tyrannidae","Myiodynastes","luteiventris"
1085,"sp16600","Sinaloa Wren","Troglodyte du Sinaloa","Thryophilus sinaloa","Passeriformes","Troglodytidae","Thryophilus","sinaloa"
1337,"sp5700","Yellow-eyed Junco","Junco aux yeux jaunes","Junco phaeonotus","Passeriformes","Passerellidae","Junco","phaeonotus"
645,"sp3450","Common Black Hawk","Buse noire","Buteogallus anthracinus","Accipitriformes","Accipitridae","Buteogallus","anthracinus"
771,"sp3620","Crested Caracara","Caracara du Nord","Caracara cheriway","Falconiformes","Falconidae","Caracara","cheriway"
146,"sp3201","Ruddy Ground-Dove","Colombe rousse","Columbina talpacoti","Columbiformes","Columbidae","Columbina","talpacoti"
1036,"sp7370","Mexican Chickadee","Mésange grise","Poecile sclateri","Passeriformes","Paridae","Poecile","sclateri"
907,"sp4430","Scissor-tailed Flycatcher","Tyran à longue queue","Tyrannus forficatus","Passeriformes","Tyrannidae","Tyrannus","forficatus"
85,"sp2920","Mountain Quail","Colin des montagnes","Oreortyx pictus","Galliformes","Odontophoridae","Oreortyx","pictus"
241,"sp4340","Allen's Hummingbird","Colibri d'Allen","Selasphorus sasin","Apodiformes","Trochilidae","Selasphorus","sasin"
991,"sp4812","California Scrub-Jay","Geai buissonnier","Aphelocoma californica","Passeriformes","Corvidae","Aphelocoma","californica"
1045,"sp7330","Oak Titmouse","Mésange unicolore","Baeolophus inornatus","Passeriformes","Paridae","Baeolophus","inornatus"
1113,"sp7420","Wrentit","Cama brune","Chamaea fasciata","Passeriformes","Sylviidae","Chamaea","fasciata"
1286,"sp5911","California Towhee","Tohi de Californie","Melozone crissalis","Passeriformes","Passerellidae","Melozone","crissalis"
1436,"sp6690","Hermit Warbler","Paruline à tête jaune","Setophaga occidentalis","Passeriformes","Parulidae","Setophaga","occidentalis"
747,"sp3970","Nuttall's Woodpecker","Pic de Nuttall","Dryobates nuttallii","Piciformes","Picidae","Dryobates","nuttallii"
751,"sp3990","White-headed Woodpecker","Pic à tête blanche","Dryobates albolarvatus","Piciformes","Picidae","Dryobates","albolarvatus"
1248,"sp5310","Lawrence's Goldfinch","Chardonneret gris","Spinus lawrencei","Passeriformes","Fringillidae","Spinus","lawrencei"
1370,"sp5000","Tricolored Blackbird","Carouge de Californie","Agelaius tricolor","Passeriformes","Icteridae","Agelaius","tricolor"
999,"sp4760","Yellow-billed Magpie","Pie à bec jaune","Pica nuttalli","Passeriformes","Corvidae","Pica","nuttalli"
1177,"sp7100","California Thrasher","Moqueur de Californie","Toxostoma redivivum","Passeriformes","Mimidae","Toxostoma","redivivum"
1309,"sp5739","Bell's Sparrow","Bruant de Bell","Artemisiospiza belli","Passeriformes","Passerellidae","Artemisiospiza","belli"
142,"sp3151","Spotted Dove","Tourterelle tigrine","Streptopelia chinensis","Columbiformes","Columbidae","Streptopelia","chinensis"
139,"sp3152","African Collared-Dove (a.k.a. Ringed Turtle-Dove)","Tourterelle rieuse","Streptopelia roseogrisea","Columbiformes","Columbidae","Streptopelia","roseogrisea"
105,"sp3095","Indian Peafowl","Paon bleu","Pavo cristatus","Galliformes","Phasianidae","Pavo","cristatus"
786,"sp51830","Nanday Parakeet","Conure nanday","Aratinga nenday","Psittaciformes","Psittacidae","Aratinga","nenday"
1093,"sp7530","California Gnatcatcher","Gobemoucheron de Californie","Polioptila californica","Passeriformes","Polioptilidae","Polioptila","californica"
117,"sp3050","Greater Prairie-Chicken","Tétras des prairies","Tympanuchus cupido","Galliformes","Phasianidae","Tympanuchus","cupido"
108,"sp3089","Gunnison Sage-Grouse","Tétras du Gunnison","Centrocercus minimus","Galliformes","Phasianidae","Centrocercus","minimus"
118,"sp3070","Lesser Prairie-Chicken","Tétras pâle","Tympanuchus pallidicinctus","Galliformes","Phasianidae","Tympanuchus","pallidicinctus"
112,"sp3040","White-tailed Ptarmigan","Lagopède à queue blanche","Lagopus leucura","Galliformes","Phasianidae","Lagopus","leucura"
1319,"sp5490","Saltmarsh Sparrow","Bruant à queue aiguë","Ammospiza caudacuta","Passeriformes","Passerellidae","Ammospiza","caudacuta"
655,"sp3440","Short-tailed Hawk","Buse à queue courte","Buteo brachyurus","Accipitriformes","Accipitridae","Buteo","brachyurus"
783,"sp3824","Monk Parakeet","Conure veuve","Myiopsitta monachus","Psittaciformes","Psittacidae","Myiopsitta","monachus"
28,"sp10210","Muscovy Duck","Canard musqué","Cairina moschata","Anseriformes","Anatidae","Cairina","moschata"
989,"sp4790","Florida Scrub-Jay","Geai à gorge blanche","Aphelocoma coerulescens","Passeriformes","Corvidae","Aphelocoma","coerulescens"
644,"sp3300","Snail Kite","Milan des marais","Rostrhamus sociabilis","Accipitriformes","Accipitridae","Rostrhamus","sociabilis"
174,"sp3830","Smooth-billed Ani","Ani à bec lisse","Crotophaga ani","Cuculiformes","Cuculidae","Crotophaga","ani"
134,"sp3140","White-crowned Pigeon","Pigeon à couronne blanche","Patagioenas leucocephala","Columbiformes","Columbidae","Patagioenas","leucocephala"
166,"sp3860","Mangrove Cuckoo","Coulicou manioc","Coccyzus minor","Cuculiformes","Cuculidae","Coccyzus","minor"
971,"sp6230","Black-whiskered Vireo","Viréo à moustaches","Vireo altiloquus","Passeriformes","Vireonidae","Vireo","altiloquus"
1181,"sp7031","Bahama Mockingbird","Moqueur des Bahamas","Mimus gundlachii","Passeriformes","Mimidae","Mimus","gundlachii"
1186,"sp4932","Common Myna","Martin triste","Acridotheres tristis","Passeriformes","Sturnidae","Acridotheres","tristis"
1361,"sp5032","Spot-breasted Oriole","Oriole maculé","Icterus pectoralis","Passeriformes","Icteridae","Icterus","pectoralis"
815,"sp3822","Budgerigar","Perruche ondulée","Melopsittacus undulatus","Psittaciformes","Psittaculidae","Melopsittacus","undulatus"
27,"sp20630","Egyptian Goose","Ouette d'Égypte","Alopochen aegyptiaca","Anseriformes","Anatidae","Alopochen","aegyptiaca"
800,"sp52021","Yellow-chevroned Parakeet","Toui à ailes jaunes","Brotogeris chiriri","Psittaciformes","Psittacidae","Brotogeris","chiriri"
1199,"sp6883","Eurasian Tree Sparrow","Moineau friquet","Passer montanus","Passeriformes","Passeridae","Passer","montanus"
1029,"sp6121","Cave Swallow","Hirondelle à front brun","Petrochelidon fulva","Passeriformes","Hirundinidae","Petrochelidon","fulva"
777,"sp3590","Aplomado Falcon","Faucon aplomado","Falco femoralis","Falconiformes","Falconidae","Falco","femoralis"
736,"sp4100","Golden-fronted Woodpecker","Pic à front doré","Melanerpes aurifrons","Piciformes","Picidae","Melanerpes","aurifrons"
950,"sp6300","Black-capped Vireo","Viréo à tête noire","Vireo atricapilla","Passeriformes","Vireonidae","Vireo","atricapilla"
1049,"sp7320","Black-crested Titmouse","Mésange à plumet noir","Baeolophus atricristatus","Passeriformes","Paridae","Baeolophus","atricristatus"
77,"sp3110","Plain Chachalaca","Ortalide chacamel","Ortalis vetula","Galliformes","Cracidae","Ortalis","vetula"
151,"sp3180","White-tipped Dove","Colombe de Verreaux","Leptotila verreauxi","Columbiformes","Columbidae","Leptotila","verreauxi"
175,"sp3840","Groove-billed Ani","Ani à bec cannelé","Crotophaga sulcirostris","Cuculiformes","Cuculidae","Crotophaga","sulcirostris"
265,"sp4390","Buff-bellied Hummingbird","Ariane du Yucatan","Amazilia yucatanensis","Apodiformes","Trochilidae","Amazilia","yucatanensis"
650,"sp3410","White-tailed Hawk","Buse à queue blanche","Geranoaetus albicaudatus","Accipitriformes","Accipitridae","Geranoaetus","albicaudatus"
889,"sp4490","Great Kiskadee","Tyran quiquivi","Pitangus sulphuratus","Passeriformes","Tyrannidae","Pitangus","sulphuratus"
898,"sp4461","Couch's Kingbird","Tyran de Couch","Tyrannus couchii","Passeriformes","Tyrannidae","Tyrannus","couchii"
982,"sp4830","Green Jay","Geai vert","Cyanocorax yncas","Passeriformes","Corvidae","Cyanocorax","yncas"
1173,"sp7060","Long-billed Thrasher","Moqueur à long bec","Toxostoma longirostre","Passeriformes","Mimidae","Toxostoma","longirostre"
1269,"sp5860","Olive Sparrow","Tohi olive","Arremonops rufivirgatus","Passeriformes","Passerellidae","Arremonops","rufivirgatus"
1362,"sp5031","Altamira Oriole","Oriole à gros bec","Icterus gularis","Passeriformes","Icteridae","Icterus","gularis"
1363,"sp5030","Audubon's Oriole","Oriole d'Audubon","Icterus graduacauda","Passeriformes","Icteridae","Icterus","graduacauda"
135,"sp3130","Red-billed Pigeon","Pigeon à bec rouge","Patagioenas flavirostris","Columbiformes","Columbidae","Patagioenas","flavirostris"
1418,"sp6490","Tropical Parula","Paruline à joues noires","Setophaga pitiayumi","Passeriformes","Parulidae","Setophaga","pitiayumi"
1439,"sp6660","Golden-cheeked Warbler","Paruline à dos noir","Setophaga chrysoparia","Passeriformes","Parulidae","Setophaga","chrysoparia"
230,"sp4370","Lucifer Hummingbird","Colibri lucifer","Calothorax lucifer","Apodiformes","Trochilidae","Calothorax","lucifer"
619,"sp3271","Hook-billed Kite","Bec-en-croc de Temminck","Chondrohierax uncinatus","Accipitriformes","Accipitridae","Chondrohierax","uncinatus"
1242,"sp5261","European Goldfinch","Chardonneret élégant","Carduelis carduelis","Passeriformes","Fringillidae","Carduelis","carduelis"
1226,"sp5250","Black Rosy-Finch","Roselin noir","Leucosticte atrata","Passeriformes","Fringillidae","Leucosticte","atrata"
