"species_id","id","genus","species","mean_mass","mean_sd","contains_estimates","contains_na"
1049,"sp7320","Baeolophus","atricristatus",17.5,2.7,FALSE,FALSE
1051,"sp7460","Auriparus","flaviceps",6.8,0.7,FALSE,FALSE
1052,"sp7430","Psaltriparus","minimus",5.3,0.4,FALSE,FALSE
1053,"sp7280","Sitta","canadensis",9.8,0.7,FALSE,FALSE
1054,"sp7270","Sitta","carolinensis",21,1.49146683452314,TRUE,FALSE
1055,"sp7300","Sitta","pygmaea",10.6,0.754223629309803,TRUE,FALSE
1056,"sp7290","Sitta","pusilla",10.2,0.725837580989933,TRUE,FALSE
1057,"sp7260","Certhia","americana",8.1,0.5,FALSE,FALSE
1058,"sp7150","Salpinctes","obsoletus",16.4,1.05101007580356,TRUE,FALSE
1060,"sp7170","Catherpes","mexicanus",12,1.80194616585517,TRUE,FALSE
1063,"sp7210","Troglodytes","aedon",10.86,0.76,FALSE,FALSE
1067,"sp7221","Troglodytes","hiemalis",9.8,0.678714342684339,TRUE,FALSE
1068,"sp7222","Troglodytes","hiemalis",9.8,0.678714342684339,TRUE,FALSE
1070,"sp7240","Cistothorus","platensis",9.175,0.667894009200176,TRUE,FALSE
1071,"sp7250","Cistothorus","palustris",10.84,0.866454138172882,TRUE,FALSE
1072,"sp7180","Thryothorus","ludovicianus",19.0333333333333,3,FALSE,FALSE
1073,"sp7190","Thryomanes","bewickii",9.9,0.8,FALSE,FALSE
1081,"sp7130","Campylorhynchus","brunneicapillus",38.9,2.75817978217972,TRUE,FALSE
1085,"sp16600","Thryophilus","sinaloa",15.1,1.4,FALSE,FALSE
1092,"sp7510","Polioptila","caerulea",5.8,0.3,FALSE,FALSE
1093,"sp7530","Polioptila","californica",5.83333333333333,0.3306782820203,TRUE,FALSE
1094,"sp7520","Polioptila","melanura",5.2,0.370707144171098,TRUE,FALSE
1102,"sp7480","Regulus","satrapa",6.2,0.1,FALSE,FALSE
1103,"sp7490","Regulus","calendula",6.2,0.3,FALSE,FALSE
1110,"sp7470","Phylloscopus","borealis",10.9,0.777111814654901,TRUE,FALSE
1113,"sp7420","Chamaea","fasciata",14.75,1.1,FALSE,FALSE
1124,"sp7640","Cyanecula","svecica",17.3,1.24103597316019,TRUE,FALSE
1132,"sp7650","Oenanthe","oenanthe",25.6333333333333,2.05702564607634,TRUE,FALSE
1133,"sp7660","Sialia","sialis",27.5,3.3,FALSE,FALSE
1134,"sp7670","Sialia","mexicana",26.45,1.2,FALSE,FALSE
1135,"sp7680","Sialia","currucoides",29.6,3,FALSE,FALSE
1136,"sp7540","Myadestes","townsendi",33.2,2,FALSE,FALSE
1144,"sp7560","Catharus","fuscescens",31.9,2.5,FALSE,FALSE
1145,"sp7570","Catharus","minimus",31.6,3.6,FALSE,FALSE
1146,"sp7571","Catharus","bicknelli",27.8,2.5,FALSE,FALSE
1147,"sp7580","Catharus","ustulatus",30.3,1.8,FALSE,FALSE
1148,"sp7590","Catharus","guttatus",30.1,3.1,FALSE,FALSE
1149,"sp7550","Hylocichla","mustelina",50.15,3.85,FALSE,FALSE
1162,"sp7610","Turdus","migratorius",78.5,7.4,FALSE,FALSE
1164,"sp7630","Ixoreus","naevius",77.55,5.6,FALSE,FALSE
1169,"sp7040","Dumetella","carolinensis",35.3,2.5,FALSE,FALSE
1170,"sp7070","Toxostoma","curvirostre",80.6333333333333,5.16666666666667,FALSE,FALSE
1172,"sp7050","Toxostoma","rufum",68.8,4.87073164955824,TRUE,FALSE
1173,"sp7060","Toxostoma","longirostre",67.6,5.5,FALSE,FALSE
1175,"sp7080","Toxostoma","bendirei",62.2,5.1,FALSE,FALSE
1177,"sp7100","Toxostoma","redivivum",84.4,3.9,FALSE,FALSE
1178,"sp7110","Toxostoma","lecontei",61.9,4.38349054953967,TRUE,FALSE
1179,"sp7120","Toxostoma","crissale",62.7,4.3,FALSE,FALSE
1180,"sp7020","Oreoscoptes","montanus",44.2,3.13289457488291,TRUE,FALSE
1181,"sp7031","Mimus","gundlachii",66.8,8.8,FALSE,FALSE
1184,"sp7030","Mimus","polyglottos",48.5,3.43681866736463,TRUE,FALSE
1185,"sp4930","Sturnus","vulgaris",78.0333333333333,4.46587182158295,TRUE,FALSE
1186,"sp4932","Acridotheres","tristis",116.6,8.45553340846766,TRUE,FALSE
1187,"sp6180","Bombycilla","garrulus",54.45,4.45973668367339,TRUE,FALSE
1188,"sp6190","Bombycilla","cedrorum",31.6,2.25,FALSE,FALSE
1191,"sp6200","Phainopepla","nitens",22.1,1.5693753956695,TRUE,FALSE
1192,"sp6510","Peucedramus","taeniatus",11,0.6,FALSE,FALSE
1198,"sp6882","Passer","domesticus",26.5666666666667,1.84172055361569,TRUE,FALSE
1199,"sp6883","Passer","montanus",21.4,1.33865023834453,TRUE,FALSE
1200,"sp6960","Motacilla","tschutschensis",14.4,1.02375861137953,TRUE,FALSE
1203,"sp6940","Motacilla","alba",24.04,1.83756871343781,TRUE,FALSE
1207,"sp6990","Anthus","cervinus",20.9,1.48438370126169,TRUE,FALSE
1208,"sp6970","Anthus","rubescens",20.7,1.2904197627836,TRUE,FALSE
1209,"sp7000","Anthus","spragueii",25.5,2.2,FALSE,FALSE
1219,"sp5140","Coccothraustes","vespertinus",57.35,3.575,FALSE,FALSE
1222,"sp5150","Pinicola","enucleator",56.4,3.2,FALSE,FALSE
1225,"sp5240","Leucosticte","tephrocotis",39.4666666666667,3,FALSE,FALSE
1226,"sp5250","Leucosticte","atrata",25.25,2,FALSE,FALSE
1228,"sp5190","Haemorhous","mexicanus",21.4,1.3,FALSE,FALSE
1229,"sp5170","Haemorhous","purpureus",23.3,1.65435465100876,TRUE,FALSE
1230,"sp5180","Haemorhous","cassinii",26.5,2.4,FALSE,FALSE
1234,"sp5280","Acanthis","flammea",13,0.924482742702373,TRUE,FALSE
1235,"sp5270","Acanthis","hornemanni",15.45,1.09815419536556,TRUE,FALSE
1237,"sp5210","Loxia","curvirostra",38.3333333333333,3.09097375094068,TRUE,FALSE
1240,"sp5220","Loxia","leucoptera",28.975,1.86159131208855,TRUE,FALSE
1242,"sp5261","Carduelis","carduelis",16,1.13718855252487,TRUE,FALSE
1244,"sp5330","Spinus","pinus",12.7,0.903205338989133,TRUE,FALSE
1247,"sp5300","Spinus","psaltria",8.8,0.626456622295535,TRUE,FALSE
1248,"sp5310","Spinus","lawrencei",10.95,0.9,FALSE,FALSE
1249,"sp5290","Spinus","tristis",12.8,0.8,FALSE,FALSE
1250,"sp5360","Calcarius","lapponicus",27.85,2.2,FALSE,FALSE
1251,"sp5380","Calcarius","ornatus",20.3,1.44188296860169,TRUE,FALSE
1252,"sp5370","Calcarius","pictus",26.7,1.89506003123087,TRUE,FALSE
1253,"sp5390","Rhynchophanes","mccownii",25.7,1.82427464125497,TRUE,FALSE
1254,"sp5340","Plectrophenax","nivalis",42.2,5.5,FALSE,FALSE
1269,"sp5860","Arremonops","rufivirgatus",22.45,2.7,FALSE,FALSE
1274,"sp5900","Pipilo","chlorurus",29.4,3.3,FALSE,FALSE
1275,"sp5880","Pipilo","maculatus",39.3,2.63333333333333,FALSE,FALSE
1276,"sp5870","Pipilo","erythrophthalmus",40.05,2.35,FALSE,FALSE
1279,"sp5800","Aimophila","ruficeps",18.7,1.4,FALSE,FALSE
1284,"sp5910","Melozone","fusca",44.4,3.2,FALSE,FALSE
1286,"sp5911","Melozone","crissalis",52.85,3.74420084084422,TRUE,FALSE
1287,"sp5920","Melozone","aberti",45.95,3.1,FALSE,FALSE
1289,"sp5790","Peucaea","carpalis",15.3,1,FALSE,FALSE
1293,"sp5760","Peucaea","botterii",19.9,1.9,FALSE,FALSE
1294,"sp5780","Peucaea","cassinii",18.9,1.5,FALSE,FALSE
1295,"sp5750","Peucaea","aestivalis",19.6,3.7,FALSE,FALSE
1297,"sp5590","Spizelloides","arborea",17.85,1.9,FALSE,FALSE
1298,"sp5600","Spizella","passerina",12.2,0.8,FALSE,FALSE
1299,"sp5610","Spizella","pallida",11.2,1.1,FALSE,FALSE
1300,"sp5620","Spizella","breweri",10.9,0.7,FALSE,FALSE
1301,"sp5630","Spizella","pusilla",12.5,0.8,FALSE,FALSE
1303,"sp5650","Spizella","atrogularis",11.3,1.1,FALSE,FALSE
1304,"sp5400","Pooecetes","gramineus",25.7,1.8242759776859,TRUE,FALSE
1305,"sp5520","Chondestes","grammacus",29,1.9,FALSE,FALSE
1307,"sp5730","Amphispiza","bilineata",13.5,1.2,FALSE,FALSE
1308,"sp5738","Amphispiza","belli",17.48,0.413259932837079,TRUE,FALSE
1309,"sp5739","Amphispiza","belli",15,1.06629966418539,TRUE,FALSE
1311,"sp6050","Calamospiza","melanocorys",37.6,3.7,FALSE,FALSE
1312,"sp5420","Passerculus","sandwichensis",20.1625,1.4056894654696,TRUE,FALSE
1313,"sp5460","Ammodramus","savannarum",17.625,1.59477990015757,TRUE,FALSE
1314,"sp5450","Centronyx","bairdii",18.0666666666667,1.33582005935559,TRUE,FALSE
1315,"sp5470","Centronyx","henslowii",12.8,0.910297955798781,TRUE,FALSE
1316,"sp5480","Ammospiza","leconteii",13,1.2,FALSE,FALSE
1317,"sp5500","Ammospiza","maritima",22.225,1.4,FALSE,FALSE
1318,"sp5491","Ammospiza","nelsoni",15.1666666666667,0.994066054240195,TRUE,FALSE
1319,"sp5490","Ammospiza","caudacuta",19.25,1.36748804500555,TRUE,FALSE
1321,"sp5850","Passerella","iliaca",33.34,2.28279088871153,TRUE,FALSE
1322,"sp5810","Melospiza","melodia",22.775,1.34245138013332,TRUE,FALSE
1323,"sp5830","Melospiza","lincolnii",16.6,1.2,FALSE,FALSE
1324,"sp5840","Melospiza","georgiana",16.1,1.2,FALSE,FALSE
1326,"sp5580","Zonotrichia","albicollis",24.4,1.7,FALSE,FALSE
1327,"sp5530","Zonotrichia","querula",35.55,2.1,FALSE,FALSE
1328,"sp5540","Zonotrichia","leucophrys",28.12,1.72,FALSE,FALSE
1329,"sp5570","Zonotrichia","atricapilla",32,1.55,FALSE,FALSE
1335,"sp5677","Junco","hyemalis",19.5666666666667,1.19328819062522,TRUE,FALSE
1337,"sp5700","Junco","phaeonotus",20.4,1.1,FALSE,FALSE
1341,"sp6830","Icteria","virens",24.9,1,FALSE,FALSE
1342,"sp4970","Xanthocephalus","xanthocephalus",64.5,4.56676099989506,TRUE,FALSE
1343,"sp4940","Dolichonyx","oryzivorus",31.55,2.1,FALSE,FALSE
1344,"sp5010","Sturnella","magna",92.6833333333333,7.22054495559663,TRUE,FALSE
1345,"sp5011","Sturnella","neglecta",100.7,7.12167467094931,TRUE,FALSE
1354,"sp5060","Icterus","spurius",19.45,1.38166678459222,TRUE,FALSE
1355,"sp5050","Icterus","cucullatus",24.3,2,FALSE,FALSE
1359,"sp5080","Icterus","bullockii",37.9,2.68746398257335,TRUE,FALSE
1361,"sp5032","Icterus","pectoralis",46.5,3.29546806717036,TRUE,FALSE
1362,"sp5031","Icterus","gularis",55.3,3.91727197600656,TRUE,FALSE
1363,"sp5030","Icterus","graduacauda",42.2,4.9,FALSE,FALSE
1364,"sp5070","Icterus","galbula",32.85,1.8,FALSE,FALSE
1368,"sp5040","Icterus","parisorum",36.5,2.41239916853428,TRUE,FALSE
1369,"sp4980","Agelaius","phoeniceus",52.4,2.95,FALSE,FALSE
1370,"sp5000","Agelaius","tricolor",58.7,3.54314381668172,TRUE,FALSE
1372,"sp4961","Molothrus","bonariensis",42.2,4.1,FALSE,FALSE
1373,"sp4960","Molothrus","aeneus",62.9,4.65,FALSE,FALSE
1374,"sp4950","Molothrus","ater",40.6833333333333,3.26666666666667,FALSE,FALSE
1378,"sp5090","Euphagus","carolinus",59.75,3,FALSE,FALSE
1379,"sp5100","Euphagus","cyanocephalus",62.65,4.05,FALSE,FALSE
1380,"sp5110","Quiscalus","quiscula",106.1,7.2,FALSE,FALSE
1381,"sp5130","Quiscalus","major",158.5,11.6,FALSE,FALSE
1382,"sp5120","Quiscalus","mexicanus",169,13.8,FALSE,FALSE
1384,"sp6740","Seiurus","aurocapilla",18.8,1.2,FALSE,FALSE
1385,"sp6390","Helmitheros","vermivorum",14.2,1.45,FALSE,FALSE
1386,"sp6760","Parkesia","motacilla",19.9,1.413547272468,TRUE,FALSE
1387,"sp6750","Parkesia","noveboracensis",16.3,1.1,FALSE,FALSE
1388,"sp6420","Vermivora","chrysoptera",8.75,0.65,FALSE,FALSE
1389,"sp6410","Vermivora","pinus",8.9,0.63356155089065,TRUE,FALSE
1392,"sp6360","Mniotilta","varia",10.9,0.77551126535411,TRUE,FALSE
1393,"sp6370","Protonotaria","citrea",14.3,0.1,FALSE,FALSE
1394,"sp6380","Limnothlypis","swainsonii",18.9,1.7,FALSE,FALSE
1396,"sp6470","Oreothlypis","peregrina",8.9,1.1,FALSE,FALSE
1397,"sp6460","Oreothlypis","celata",9.2,0.8,FALSE,FALSE
1399,"sp6430","Oreothlypis","luciae",6.6,0.5,FALSE,FALSE
1400,"sp6450","Oreothlypis","ruficapilla",8.1,0.45,FALSE,FALSE
1401,"sp6440","Oreothlypis","virginiae",8.2,0.583859714483982,TRUE,FALSE
1402,"sp6780","Oporornis","agilis",13.3,0.945758823409266,TRUE,FALSE
1404,"sp6800","Geothlypis","tolmiei",10.4,1.2,FALSE,FALSE
1405,"sp6790","Geothlypis","philadelphia",11.75,0.7,FALSE,FALSE
1406,"sp6770","Geothlypis","formosa",14,0.995398032343188,TRUE,FALSE
1410,"sp6810","Geothlypis","trichas",9.66666666666667,0.639580201590709,TRUE,FALSE
1412,"sp6840","Setophaga","citrina",10.55,0.65,FALSE,FALSE
1413,"sp6870","Setophaga","ruticilla",8.25,0.6,FALSE,FALSE
1414,"sp6700","Setophaga","kirtlandii",13.95,0.9,FALSE,FALSE
1415,"sp6500","Setophaga","tigrina",10.05,0.6,FALSE,FALSE
1416,"sp6580","Setophaga","cerulea",9.05,3.6,FALSE,FALSE
1417,"sp6480","Setophaga","americana",7.86666666666667,0.537420701357528,TRUE,FALSE
1418,"sp6490","Setophaga","pitiayumi",6.83333333333333,0.449175542401699,TRUE,FALSE
1419,"sp6570","Setophaga","magnolia",8.15,0.5,FALSE,FALSE
1420,"sp6600","Setophaga","castanea",11.8,0.83936486867174,TRUE,FALSE
1421,"sp6620","Setophaga","fusca",9.75,1.3,FALSE,FALSE
1422,"sp6520","Setophaga","petechia",10.2833333333333,0.664525784097442,TRUE,FALSE
1423,"sp6590","Setophaga","pensylvanica",9.3,0.55,FALSE,FALSE
1424,"sp6610","Setophaga","striata",11.85,0.6,FALSE,FALSE
1425,"sp6540","Setophaga","caerulescens",10.15,0.722287962338113,TRUE,FALSE
1426,"sp6720","Setophaga","palmarum",10.3,0.5,FALSE,FALSE
1427,"sp6710","Setophaga","pinus",11.8,1.43333333333333,FALSE,FALSE
1430,"sp6556","Setophaga","coronata",11.95,0.775,FALSE,FALSE
1431,"sp6630","Setophaga","dominica",9.7,0.690350393159243,TRUE,FALSE
1432,"sp6730","Setophaga","discolor",7.65,0.9,FALSE,FALSE
1433,"sp6640","Setophaga","graciae",8.1,0.576758540739339,TRUE,FALSE
1434,"sp6650","Setophaga","nigrescens",8.7,0.6,FALSE,FALSE
1435,"sp6680","Setophaga","townsendi",8.85,0.7,FALSE,FALSE
1436,"sp6690","Setophaga","occidentalis",10.4,0.740030972862627,TRUE,FALSE
1439,"sp6660","Setophaga","chrysoparia",9.9,0.704546082466756,TRUE,FALSE
1440,"sp6670","Setophaga","virens",8.7,0.5,FALSE,FALSE
1445,"sp6860","Cardellina","canadensis",10.05,0.55,FALSE,FALSE
1446,"sp6850","Cardellina","pusilla",6.96666666666667,1.6,FALSE,FALSE
1447,"sp6900","Cardellina","rubrifrons",9.8,0.697448532543929,TRUE,FALSE
1450,"sp6880","Myioborus","pictus",9.8,0.697448434976201,TRUE,FALSE
1453,"sp6090","Piranga","flava",37.7,3.9,FALSE,FALSE
1454,"sp6100","Piranga","rubra",29.15,2.55,FALSE,FALSE
1455,"sp6080","Piranga","olivacea",28.2,2.00123674225999,TRUE,FALSE
1456,"sp6070","Piranga","ludoviciana",28.1,1.99415924429542,TRUE,FALSE
1464,"sp5930","Cardinalis","cardinalis",42.65,2.75,FALSE,FALSE
1465,"sp5940","Cardinalis","sinuatus",35.2,2.5,FALSE,FALSE
1468,"sp5950","Pheucticus","ludovicianus",42,2.97736817296157,TRUE,FALSE
1469,"sp5960","Pheucticus","melanocephalus",47.15,4.05,FALSE,FALSE
1475,"sp5970","Passerina","caerulea",27.4,2.15,FALSE,FALSE
1476,"sp5990","Passerina","amoena",15.5,1.10174410835513,TRUE,FALSE
1477,"sp5980","Passerina","cyanea",14.7,5.15,FALSE,FALSE
1481,"sp6000","Passerina","versicolor",12.9,1.75,FALSE,FALSE
1482,"sp6010","Passerina","ciris",15.55,1.10528821815635,TRUE,FALSE
1483,"sp6040","Spiza","americana",26.275,1.72222031168217,TRUE,FALSE
